quizGroup type="WordMapping" promptType="English word" responseType="German word" mainSeparator="|" currentPromptNumber="0" isActive="true"
economics|volkswirtschaft|
presenting|vorlege|
chairmanship|vorsitz|
fend|wehre|
advertising|werbung|
contest|wettstreit|
unconstitutional|widrig|
willi|willi|
weighed|wog|
Desiring|wunsche|
wolves|wölfen|
dignitary|würdenträger|
xvi|xvi|
centers|zentren|
zukomme|zukomme|
access|zutritt|
forced labor|zwangsarbeit|
doubt|zweifle|
übersteigre|übersteigre|
Plinio|Plinio|
kastalisch|kastalisch|
turn|abbiegen|
distract|ablenkst|
absenke|absenke|
abspringe|abspringe|
store|abzulegen|
alice|alice|
omnipotent|allmächtig|
hinting|andeutens|
seizures|anfälle|
anschiebe|anschiebe|
swells|anschwelle|
addressed|ansprach|
anspringe|anspringe|
was rising|ansteige|
to attract|anzuziehen|
working day|arbeitstag|
arrangierst|arrangierst|
East Atlantic|atlantiks|
upset|aufrege|
sincere|aufrichtiges|
raises|aufwerfe|
find|aufzufinden|
aufzwinge|aufzwinge|
think out|ausdenke|
ausfechte|ausfechte|
painted|ausgemalt|
ausgreife|ausgreife|
looked|aussah|
ausstelle|ausstelle|
Bathing|badend|
builder|baumeister|
cotton|baumwolle|
brood|behütest|
confessor|beichtvater|
attend|beizuwohnen|
bekundens|bekundens|
used|benützt|
remembered|besann|
bestride|beschreite|
discussed|besprochen|
drunk|betrunken|
applied|bewarb|
evaluating|bewertens|
biogenic|biogen|
flash|blitzen|
Bolshevik|bolschewik|
slow down|bremsen|
dictate|diktiere|
tolerate|duldest|
durchschaure|durchschaure|
avid|eifriges|
buried|eingegraben|
eingieße|eingieße|
eingravierst|eingravierst|
incising|einschneide|
einschreite|einschreite|
hermit|einsiedler|
einspringe|einspringe|
invite|einzuladen|
ice-cold|eiskalt|
English|engl|
bring against|entgegenbringe|
demilitarize|entmilitarisieren|
vanish|entschwinde|
erhängst|erhängst|
stabbed|erstach|
endured|ertrug|
Exports|Exporte|
fair|faires|
fencer|fechter|
stay away|fernbleibe|
fundamental|fundamentale|
Appellant|führerin|
suspected|geahnt|
stooping|gebückt|
against stellst|gegenüberstellst|
hum|gemurmel|
genies|genies|
Genius|Genius|
tortured|gequält|
molten|geschmolzen|
decorated|geschmückt|
minded|gesonnen|
affected|geziert|
gigantic|gigantisch|
thank goodness|gottlob|
gruesome|grausig|
guesthouse|gästehaus|
hanna|hanna|
bring out|herausbringe|
came in|hereinkam|
hinbringe|hinbringe|
fall down|hinfalle|
sustained|hinhalte|
to get|hinzukomme|
idealistically|idealisch|
kapierst|kapierst|
chins|kinne|
vices|lastern|
lukewarm|lau|
delicious|leckere|
carelessness|leichtsinn|
senior|leitende|
loving|liebreich|
linderns|linderns|
littie|littie|
get away|loskomme|
maximum|maximum|
mutiny|meuterei|
given|mitgegeben|
complicity|mitschuld|
moderate|moderate|
monte|monte|
imitated|nachgemacht|
pickings|nachlese|
nachsitze|nachsitze|
nationalist|nationalistisch|
go down|niedergehe|
tear down|niederreiße|
top|oberteil|
palm|palm|
pathologist|pathologe|
slip|patzer|
peripheral|peripher|
Pomerania|Pommern|
potters|potters|
primacy|primat|
program|programmieren|
predestine|prädestinieren|
psychiatry|psychiatrie|
purple|purple|
register|registriere|
rub|reiben|
lovely|reizende|
shalom|schalom|
scheme|schema|
push|schieben|
schikanierst|schikanierst|
hurl|schleuderst|
Carving|schnitzt|
melancholy|schwermut|
STUDENT|SCHÜLERS|
calmness|seelenruhe|
sail|segelst|
complacent|selbstgefällig|
slytherin|slytherin|
soo|soo|
social policy|sozialpolitik|
spähst|spähst|
South German|süddeutsch|
thorne|thorne|
, moving around|umherziehe|
untouchable|unantastbar|
unfree|unfreies|
unresolved|ungelöst|
incredible|unglaublichem|
submitted|unterwarf|
irresistible|unwiderstehlich|
unwillingness|unwille|
Americans|US-Amerikaner|
vase|vase|
astound|verblüffe|
forgot|vergass|
haggard|verhärmt|
enticing|verleitens|
vermachst|vermachst|
note|vermerks|
mine|verminen|
missed|verpasst|
decayed|verwest|
leading|vorlauf|
lectures|vorlesungen|
vorweise|vorweise|
wash|waschen|
space|weltall|
effective|wirksames|
choke|würgen|
quarreled|zerstritt|
angry|zornig|
been listening|zugehörst|
falling back|zurückgreife|
taken together|zusammengenommen|
attributing|zuschreibe|
zutreffe|zutreffe|
Austro-Hungarian|österreichisch-ungarische|
on offer|überbiete|
on male|übermale|
skip|überspringe|
Bacchus|bacchus|
exposing|exponiere|
Colossal|kolossalem|
vatikanisch|vatikanisch|
verängstige|verängstige|
Civilize|zivilisiere|
überlieferst|überlieferst|
ausklinge|ausklinge|
whitewash|beschönige|
Bolero|Bolero|
einrenke|einrenke|
tattoo|tätowiere|
bulky|unförmig|
verfärbe|verfärbe|
virtuoso|virtuoser|
rhymes together|zusammenreime|
leave|abgehen|
secluded|abgeschieden|
discouraged|abriet|
wash up|abwasche|
chords|akkorde|
Alabama|alabama|
Albanian|albanische|
android|android|
angina|angina|
angrenze|angrenze|
gracefully|anmutig|
like|artig|
Rising|Aufgang|
waves with|aufsehens|
endured|ausgehalten|
plundered|ausgeplündert|
devise|auszudenken|
deals|befasst|
begreiflichem|begreiflichem|
hairy|behaart|
pity|bemitleide|
benütze|benütze|
regret|bereue|
mountainous|bergig|
advised|beriet|
besiegelst|besiegelst|
moving|bewegend|
defeated|bezwungen|
biological|biologisch|
borgia|borgia|
brandt|brandt|
Bulldog|bulldog|
Federal President|Bundespräsident|
nationwide|bundesweit|
Graubünden|bünden|
Castle|castle|
chr|chr|
cornelia|cornelia|
run away|davonlaufe|
deponierst|deponierst|
lathe|drehbank|
transit|durchreise|
roam|durchstreife|
demonic|dämonie|
independent|eigenständige|
should capture|einfange|
admitted|eingelassen|
purchases|einkaufe|
initiate|einzuleiten|
view|einzusehen|
eminent|eminent|
By accepting|entgegennehme|
decision-making|entscheidens|
disappoint|enttäusch|
soil|erdreich|
hearest|erhörst|
blush|errötest|
instigate|ersinner|
ertönst|ertönst|
extremist|extremistin|
Fascist|faschistin|
rotting|faulend|
coward|feigling|
fineness|feinheit|
men's field|feldherr|
holiday|festtag|
fireworks|feuerwerk|
nasty|fies|
film|filmen|
go away|fortfahre|
continued|fortgeführt|
run away|fortlaufe|
branded|gebrandet|
whisper|geflüster|
cut|gehauen|
Chambers|gemächer|
Enjoyment|Genuß|
orderly|geordnetem|
germany|germany|
trained|geschult|
fast|geschwind|
gun|geschütz|
blessed|gesegnet|
donated|gestiftet|
fancied|gewähnt|
grenade|granate|
make up|gutzumachen|
gybing|halse|
harmless|harmloses|
Hebrew|hebräisch|
came out|heraustrat|
walk around|herumlaufe|
invalid|hinfällig|
accepted|hingenommen|
attracted|hingezogen|
go up|hochfahre|
occupied|innegehabt|
interaction|interaktion|
Iraqi|irakisch|
jawohi|jawohi|
virgin|jungfräulich|
kanzle|kanzle|
rake in|kassierst|
Knauer|knauer|
bud|knospe|
Unbutton|knöpf|
Cossack|kosake|
Outbreak of war|Kriegsausbruch|
krümmst|krümmst|
slow|langsames|
Lectureship|Lehrauftrag|
Rulers|lineale|
linkend|linkend|
detached|losgelöst|
losschlage|losschlage|
manage|managen|
mantho|mantho|
maneuver|manövriere|
significantly|maßgeblich|
misunderstood|missverstand|
mithalte|mithalte|
was helping to|mithelfe|
Mongolian|mongolin|
monotonous|monoton|
merry|munter|
mystical|mystisch|
murderous|mörderisch|
nameless|namenlos|
newcomer|neuankömmling|
newborn|neugeboren|
burn down|niederbrenne|
Located down|niedergelegen|
original|originale|
periodically|periodisch|
potentially|potentiell|
percent|prozentig|
publike|publike|
pure|pure|
Whorl|Quirls|
rub|reibst|
all around|rundum|
reddish|rötlich|
back|rückseite|
Sardis|sardes|
acumen|scharfsinn|
sleepless|schlaflos|
forges|schmiedet|
beautiful|schone|
sparest|schonst|
abrupt|schroff|
schrumpfst|schrumpfst|
skip|schwänzen|
shabby|schäbig|
longing|sehnend|
longings|sehnsüchte|
silk|seidene|
self-confident|selbstbewusst|
sender of|senderin|
Siberia|sibirien|
seal|siegeln|
singular|singular|
moral|sittlich|
freckle|sommersprosse|
sunny|sonnig|
specialty|spezialität|
reflect|spiegeln|
game rules|spielregel|
language|sprachlich|
punishable|strafbar|
urban|städtisch|
subtle|subtil|
seeker|suchende|
hum|surren|
rate|tarif|
diving|tauchend|
telepaths|telepathen|
devilry|teufelei|
animal|tierisch|
tourist|touristin|
trojan|trojanisch|
drum|trommeln|
turban|turban|
turbulent|turbulent|
deadly|tödliches|
do pottery|töpfern|
surrounded|umgab|
cape|umhang|
retune|umzustimmen|
unclear|unklares|
failed|unterließ|
underlined|unterstrich|
inadequate|unzulänglich|
Forgive|vergib|
Gilding|Vergoldung|
verheere|verheere|
heinous|verrucht|
overslept|verschlief|
merged|verschmolz|
disguise|verstelle|
condemn|verwerft|
verzagst|verzagst|
victor|victor|
much year round|vieljährig|
four-year|vierjährig|
vital|vitalem|
outlaw|vogelfrei|
complete|vollzählig|
rash|voreilig|
excellent|vortrefflich|
carry forward|vorzutragen|
genocide|völkermord|
international law|völkerrecht|
vigilant|wachsam|
watchful|wachsames|
running away|weglaufe|
take away|wegnehme|
soft|weicher|
continue|weiterzuführen|
far-reaching|weitreichend|
importance|wichtigkeit|
amends|wiedergutzumachen|
warmer|wärmer|
countless|zahllos|
central|zentraler|
zubringe|zubringe|
assigned|zugewiesen|
lagged|zurücklag|
resign|zurücktrete|
to cover|zurückzulegen|
struck|zuschlug|
twentieth|zwanzigste|
twice|zweifach|
zwiespälte|zwiespälte|
day after tomorrow|übermorgen|
supernatural|übernatürlich|
nationwide|überregional|
via chat|überschattest|
Aachen|Aachen|
gave|abgab|
absolution|absolution|
crash|absturz|
leave|abzureisen|
everyday|alltages|
alternative|alternativ|
ant|ameise|
offered|anbot|
anka|anka|
antioch|antioch|
appeal|appell|
apple|apple|
Association|Arbeitsgemeinschaft|
arene|aren|
athlete|athlet|
audi|audi|
delay|aufschub|
expenditure|aufwand|
eyewitness|augenzeuge|
aurelius|aurelius|
identify|ausfindig|
poured|ausgoß|
Information|auskünfte|
highways|autobahnen|
autorin|autorin|
ball|ball|
bbc|bbc|
liberator|befreier|
bekom|bekom|
beläufst|beläufst|
benz|benz|
convenience|bequemlichkeit|
reporting|berichterstattung|
Bestow|beschenke|
bribe|bestecht|
emphasis|betonung|
awareness|bewusstsein|
hidest|birgst|
flashes|blitze|
blocks|blöcke|
boom|boom|
boxing|boxe|
burns|brennt|
Fountain|Brunnens|
bow|bug|
bush|busch|
Celsius|celsius|
cod|cod|
crease|crease|
delegation|delegation|
so|dermaßen|
design|design|
dictatorship|diktatur|
conductor|dirigent|
thesis|doktorarbeit|
Dominik|dominiks|
E-Book|E-Book|
noble|edel|
edmund|edmund|
EDWARD|eduard|
eingefugt|eingefugt|
disgusting|ekelig|
up|empor|
enthusiasm|enthusiasmus|
erik|erik|
reap|erntest|
ersche|ersche|
erzherz|erzherz|
fairies|feen|
fortuna|fortuna|
freely give|freigebt|
voluntary|freiwilliger|
Peace treaty|Friedensschluss|
floor|fußboden|
Elite|Führungsschicht|
fifteen|fünfzehn|
mindful|gedenkst|
brains|gehirne|
genus|genus|
skill|geschicklichkeit|
ghost|gespenst|
gestures|gesten|
drink|getränk|
grass|gras|
half-year|halbjahr|
just|halt|
harp|harfe|
central station|hauptbahnhof|
protagonist|hauptfigur|
hedwig|hedwig|
exploit|heldentat|
hereby|hiermit|
holger|holger|
honey|honig|
dogs|hunden|
anthem|hymne|
idealism|idealismus|
engineers|ingenieure|
inmate|insasse|
insect|insekt|
the extent|insoweit|
integrity|integrität|
intensity|intensität|
Iran|iran|
Ireland|irland|
chase|jagen|
always|jeher|
jus|jus|
Chambers|kammern|
fighting spirit|kampfgeist|
barracks|kaserne|
catalyst|katalysator|
katharina|katharina|
heretic|ketzer|
target class|klassenziel|
combinations|kombinationen|
Constance|konstanz|
continuity|kontinuität|
corporations|konzerne|
concession|konzession|
ill|kranker|
Criminal Investigation Department|kriminalpolizei|
kiss|kuß|
reduction|kürzung|
country people|landsleute|
zest for life|lebensfreude|
legion|legion|
educational master|lehrmeister|
leopold|leopold|
learn|lerne|
linden|linde|
Louiee|louiee|
air-raid|luftangriff|
elongated|länglich|
Takeover|Machtübernahme|
painted|malten|
scale|maßstab|
medal|medaille|
mine|meins|
mel|mel|
Mexico|mexiko|
millimeter|millimeter|
mittelmaß|mittelmaß|
Moses|mose|
mute|mute|
disadvantages|nachteilen|
incidentally|nebenbei|
networks|netzen|
nietzsche|nietzsche|
nun|nonne|
North German|norddeutsch|
music|noten|
number|nummer|
fool|närrin|
olg|olg|
otter|otter|
Pope|papste|
paragraph|paragraph|
partnership|partnerschaft|
passage|passage|
Perfect|perfect|
Pius|Pius|
portal|portal|
portraits|porträts|
press release|pressemitteilung|
princess|prinzessin|
priority|priorität|
privacy|privatleben|
project|project|
Protagonist|Protagonist|
process|prozess|
wheel|rad|
case law|rechtsprechung|
Reflection|reflektiere|
riches|reichtümer|
recruit|rekrut|
pension|rente|
mining|rohstoffe|
rom|roms|
equip|rüste|
say|sag|
san|san|
sandal|sandale|
suction|saug|
divorce|scheidung|
shilling|schilling|
veil|schleier|
shock|schock|
schumacher|schumacher|
Schwager|schwager|
sed|sed|
Self-determination|Selbstbestimmung|
suicide|selbstmord|
self-confidence|selbstvertrauen|
senior|senior|
Seniors|Senioren|
seventeen|siebzehn|
siedele|siedele|
syllable|silbe|
simon|simon|
skandai|skandai|
slavery|sklaverei|
sunbeam|sonnenstrahl|
special unit|spezialeinheit|
specialist|spezialist|
scope|spielraum|
athlete|sportler|
blow up|sprengst|
stable|stall|
statistics|statistiken|
Capricorn|steinbock|
stamp|stempel|
firmer|straffer|
punishes|straft|
tram|straßenbahn|
disputes|streitigkeiten|
sublimate|sublimieren|
sven|sven|
meets|tagt|
camouflage|tarnung|
Tatars|tataren|
engineer|techniker|
technologist|technologe|
agony|todesangst|
pot|topf|
transport|transport|
traumatic|traumatisch|
triad|triade|
dry|trockene|
consolation|trost|
tower|turm|
gymnast|turner|
do|tust|
turnover|umsatz|
inconvenience|unannehmlichkeit|
nonsense|unfug|
inorganic|unorganisch|
incorrect|unrichtig|
accommodation|unterkunft|
subdue|unterwerft|
Lord's prayer|vaterunser|
Annoyance|Verdruss|
rot|verfaule|
vermassel|vermassel|
failure|versager|
waste|verschwendung|
verseuche|verseuche|
perfects|vervollkommne|
video|video|
forefathers|vorväter|
Libra|waage|
walther|walther|
Washington|washington|
Web Links|Weblinks|
wehrmacht|wehrmacht|
cry|weine|
see again|wiederzusehen|
whirl|wirble|
widow|witwe|
live|wohne|
about which|worüber|
wash|wäschst|
centimeter|zentimeter|
room|zimmers|
watched|zugesehen|
viewers|zuschauern|
esthete|ästhet|
overcoming|überwindung|
, accents|akzentuiere|
pathetic|armselig|
irrigate|bewässere|
dementor|dementor|
einfasse|einfasse|
entwässere|entwässere|
Escher|Escher|
fleur|fleur|
Herod|Herodes|
collegial|kollegialem|
kribbele|kribbele|
relativizing|relativiere|
ruin|ruiniere|
stutter|stottere|
tick|ticken|
tolerate|toleriere|
spiritualize|vergeistige|
verkohle|verkohle|
verpflanze|verpflanze|
versalze|versalze|
soiled|verschmutze|
beautify|verschönere|
zerzause|zerzause|
zischele|zischele|
Egyptians|Ägyptern|
impression|abdruck|
evening|abendlich|
waste|abfälle|
blown off|abgeblasen|
collusive|abgekartet|
deposits|absetzt|
absurd|absurd|
reject|abzulehnen|
deliver|abzuliefern|
to avert|abzuwenden|
ahm|ahm|
anal|anal|
congenital|angeboren|
opened|angebrochen|
painted|angestrichen|
acceptable|annehmbar|
call|anrufs|
Antarctica|antarktika|
anthropologist|anthropologe|
to stop|anzuhalten|
to attach|anzuhängen|
workaholic|arbeitstier|
Civility|Artigkeit|
risen|aufgegangen|
recited|aufgesagt|
open|aufgeschlossen|
placed|aufgesetzt|
repeal|aufzuheben|
off|ausgeschaltet|
cut|ausgeschnitten|
spread|auszubreiten|
drive a car|autofahren|
bacterium|bakterie|
tree trunk|baumstamm|
influence|beeinflussung|
sought|begehr|
begreifliches|begreifliches|
confessional|beichtens|
manning|bemannen|
wetted|benetzt|
aged|betagt|
admirable|bewundernswert|
bidder|bietend|
bizaad|bizaad|
fading|blendens|
blähst|blähst|
Bosnian|bosnische|
book|buchen|
library|bücherei|
Canon|Canons|
epee|degen|
Delors|delors|
stupid|dumme|
made by|durchgemacht|
hold out|durchhalten|
underwent|durchlief|
dynasty|dynastie|
strange|eigenartiges|
home|eigenheim|
estimated|eingeschätzt|
meanwhile|einstweilen|
consent|einverständnis|
incorporate|einzubauen|
include|einzubeziehen|
capture|einzufangen|
Knuckle|eisbein|
relaxing|entspann|
invented|erfand|
suffer|erleide|
frightening|erschreckende|
expert|fachmann|
torch|fackel|
falling|fallende|
ceremony|feierlichkeit|
Vacation course|Ferienkurs|
fletch|fletch|
friendly|freundlichere|
gatt|gatt|
bent|gebeugt|
blown|geblasen|
fried|gebraten|
rushed|geeilt|
precipitated|gefallt|
braided|geflochten|
fake|gefälscht|
resistance|gegenwehr|
granted|gegönnt|
mysterious|geheimnisvollere|
uneasy|geheuer|
horny|geil|
crucified|gekreuzigt|
yellowish|gelblich|
listed|gelistet|
forced|genötigt|
geographer|geographin|
straight|geradlinig|
grated|gerieben|
jewelry|geschmeide|
separately|gesondert|
staring|gestarrt|
embroidered|gestickt|
true|getreu|
, drink|getränks|
resisted|gewehrt|
crafty|gewieft|
equal|gleichberechtigt|
equaled|gleichkam|
smoothness|glätte|
glow|glühst|
merciless|gnadenlos|
great prince|großfürst|
large spaces|großräume|
basic wage|grundlohn|
gutmache|gutmache|
liable|haftbar|
handbreadth|handbreit|
household|haushalt|
way home|heimweg|
induced|herbeigeführt|
came down|herunterkam|
Hesse|hessen|
howling|heulend|
from this|hiervon|
written down|hingeschrieben|
highly revered|hochverehrt|
homage|huldige|
hybrid|hybrid|
heads design|häupter|
ugly|häßlich|
incompetent|inkompetent|
Iranian|iranisch|
earthly|irdisch|
Israeli|israelisch|
combat action|kampfhandlung|
Carthage|karthago|
Celtic|keltisch|
identify signatories|kennzeichnern|
works|klappt|
climatic|klimatisch|
klärst|klärst|
tuber|knolle|
knüpfst|knüpfst|
Come|komm|
constellation|konstellation|
basket|korb|
correct|korrektes|
creative|kreatives|
warship|kriegsschiff|
knowledgeable|kundig|
Kurdish|kurdisch|
lively|lebhaftes|
leonid|leonid|
lustful|lüstern|
power politics|machtpolitisch|
madam|madam|
Malaysia|malaysia|
Mantle|Mantels|
massive|massig|
people living|menschenleben|
mentor|mentor|
militant|militant|
co worker|mitarbeiters|
mediatrix|mittlerin|
take|mitzunehmen|
Moser|mosers|
musty|muffig|
mythologist|mythologe|
discounts|nachlässe|
intelligence|nachrichtendienst|
incidental|nebensächlich|
settled|niedergelassen|
emergency|notlage|
och|och|
optimal|optimal|
organ|orgel|
Origins|origins|
orthodox|orthodox|
pass|paß|
plätschere|plätschere|
pochst|pochst|
Pompeian|pompeja|
proportions|proportionen|
protégé|protegé|
accurate|präzis|
adolescent|pubertär|
mob|pöbel|
quince|quince|
Takest|rastest|
restless|rastlos|
rushing|rauschende|
righteous|rechtschaffen|
reg|reg|
shelves|regale|
Rhine|rheinisch|
robbie|robbie|
Ruhr|Ruhrgebiet|
rutschs|rutschs|
puzzle|rätseln|
back workflows|rückläufe|
boast|rühmst|
Shoveling|schaufelt|
shin|schienbein|
butchers|schlachtern|
schwierigst|schwierigst|
schürst|schürst|
selfish|selbstsüchtig|
stranger|seltsamere|
separately|separat|
care|sorgfalt|
walk|spaziergang|
blocks|sperrt|
injected|spritzt|
Stein|Steins|
Road|Straßenverkehr|
strip|strippen|
sträubst|sträubst|
