quizGroup type="WordMapping" promptType="German word" responseType="English word" mainSeparator="|" currentPromptNumber="0" isActive="true"
reinstem|purest|
reiße|rip|
renne|run|
report|report|
Rheinland|Rhineland|
riet|advised|
rostock|Rostock|
sakramente|sacraments|
sarajevo|sarajevo|
satellit|satellite|
satins|satins|
scheide|vagina|
scheinwelt|transparent world|
schmolz|melted|
schneck|schneck|
schweif|tail|
schwörst|swear|
sektor|sector|
seligkeit|bliss|
siegt|wins|
skandinavien|Scandinavia|
sokrates|Socrates|
sonnenuntergang|sunset|
spräche|speaking|
spätestens|at the latest|
staatsmann|statesman|
statut|statute|
stephan|stephan|
sticht|stands|
stundenplan|schedule|
stätte|site|
tänzerinnen|dancers|
töpfe|pots|
unternehmt|under take|
utopia|Utopia|
verfehl|verfehl|
verliehenem|verliehenem|
verlobe|betroth|
vokabel|word|
volkswirtschaft|economics|
vorlege|presenting|
vorsitz|chairmanship|
wehre|fend|
werbung|advertising|
wettstreit|contest|
widrig|unconstitutional|
willi|willi|
wog|weighed|
wunsche|Desiring|
wölfen|wolves|
würdenträger|dignitary|
xvi|xvi|
zentren|centers|
zukomme|zukomme|
zutritt|access|
zwangsarbeit|forced labor|
zweifle|doubt|
übersteigre|übersteigre|
Plinio|Plinio|
kastalisch|kastalisch|
abbiegen|turn|
ablenkst|distract|
absenke|absenke|
abspringe|abspringe|
abzulegen|store|
alice|alice|
allmächtig|omnipotent|
andeutens|hinting|
anfälle|seizures|
anschiebe|anschiebe|
anschwelle|swells|
ansprach|addressed|
anspringe|anspringe|
ansteige|was rising|
anzuziehen|to attract|
arbeitstag|working day|
arrangierst|arrangierst|
atlantiks|East Atlantic|
aufrege|upset|
aufrichtiges|sincere|
aufwerfe|raises|
aufzufinden|find|
aufzwinge|aufzwinge|
ausdenke|think out|
ausfechte|ausfechte|
ausgemalt|painted|
ausgreife|ausgreife|
aussah|looked|
ausstelle|ausstelle|
badend|Bathing|
baumeister|builder|
baumwolle|cotton|
behütest|brood|
beichtvater|confessor|
beizuwohnen|attend|
bekundens|bekundens|
benützt|used|
besann|remembered|
beschreite|bestride|
besprochen|discussed|
betrunken|drunk|
bewarb|applied|
bewertens|evaluating|
biogen|biogenic|
blitzen|flash|
bolschewik|Bolshevik|
bremsen|slow down|
diktiere|dictate|
duldest|tolerate|
durchschaure|durchschaure|
eifriges|avid|
eingegraben|buried|
eingieße|eingieße|
eingravierst|eingravierst|
einschneide|incising|
einschreite|einschreite|
einsiedler|hermit|
einspringe|einspringe|
einzuladen|invite|
eiskalt|ice-cold|
engl|English|
entgegenbringe|bring against|
entmilitarisieren|demilitarize|
entschwinde|vanish|
erhängst|erhängst|
erstach|stabbed|
ertrug|endured|
Exporte|Exports|
faires|fair|
fechter|fencer|
fernbleibe|stay away|
fundamentale|fundamental|
führerin|Appellant|
geahnt|suspected|
gebückt|stooping|
gegenüberstellst|against stellst|
gemurmel|hum|
genies|genies|
Genius|Genius|
gequält|tortured|
geschmolzen|molten|
geschmückt|decorated|
gesonnen|minded|
geziert|affected|
gigantisch|gigantic|
gottlob|thank goodness|
grausig|gruesome|
gästehaus|guesthouse|
hanna|hanna|
herausbringe|bring out|
hereinkam|came in|
hinbringe|hinbringe|
hinfalle|fall down|
hinhalte|sustained|
hinzukomme|to get|
idealisch|idealistically|
kapierst|kapierst|
kinne|chins|
lastern|vices|
lau|lukewarm|
leckere|delicious|
leichtsinn|carelessness|
leitende|senior|
liebreich|loving|
linderns|linderns|
littie|littie|
loskomme|get away|
maximum|maximum|
meuterei|mutiny|
mitgegeben|given|
mitschuld|complicity|
moderate|moderate|
monte|monte|
nachgemacht|imitated|
nachlese|pickings|
nachsitze|nachsitze|
nationalistisch|nationalist|
niedergehe|go down|
niederreiße|tear down|
oberteil|top|
palm|palm|
pathologe|pathologist|
patzer|slip|
peripher|peripheral|
Pommern|Pomerania|
potters|potters|
primat|primacy|
programmieren|program|
prädestinieren|predestine|
psychiatrie|psychiatry|
purple|purple|
registriere|register|
reiben|rub|
reizende|lovely|
schalom|shalom|
schema|scheme|
schieben|push|
schikanierst|schikanierst|
schleuderst|hurl|
schnitzt|Carving|
schwermut|melancholy|
SCHÜLERS|STUDENT|
seelenruhe|calmness|
segelst|sail|
selbstgefällig|complacent|
slytherin|slytherin|
soo|soo|
sozialpolitik|social policy|
spähst|spähst|
süddeutsch|South German|
thorne|thorne|
umherziehe|, moving around|
unantastbar|untouchable|
unfreies|unfree|
ungelöst|unresolved|
unglaublichem|incredible|
unterwarf|submitted|
unwiderstehlich|irresistible|
unwille|unwillingness|
US-Amerikaner|Americans|
vase|vase|
verblüffe|astound|
vergass|forgot|
verhärmt|haggard|
verleitens|enticing|
vermachst|vermachst|
vermerks|note|
verminen|mine|
verpasst|missed|
verwest|decayed|
vorlauf|leading|
vorlesungen|lectures|
vorweise|vorweise|
waschen|wash|
weltall|space|
wirksames|effective|
würgen|choke|
zerstritt|quarreled|
zornig|angry|
zugehörst|been listening|
zurückgreife|falling back|
zusammengenommen|taken together|
zuschreibe|attributing|
zutreffe|zutreffe|
österreichisch-ungarische|Austro-Hungarian|
überbiete|on offer|
übermale|on male|
überspringe|skip|
bacchus|Bacchus|
exponiere|exposing|
kolossalem|Colossal|
vatikanisch|vatikanisch|
verängstige|verängstige|
zivilisiere|Civilize|
überlieferst|überlieferst|
ausklinge|ausklinge|
beschönige|whitewash|
Bolero|Bolero|
einrenke|einrenke|
tätowiere|tattoo|
unförmig|bulky|
verfärbe|verfärbe|
virtuoser|virtuoso|
zusammenreime|rhymes together|
abgehen|leave|
abgeschieden|secluded|
abriet|discouraged|
abwasche|wash up|
akkorde|chords|
alabama|Alabama|
albanische|Albanian|
android|android|
angina|angina|
angrenze|angrenze|
anmutig|gracefully|
artig|like|
Aufgang|Rising|
aufsehens|waves with|
ausgehalten|endured|
ausgeplündert|plundered|
auszudenken|devise|
befasst|deals|
begreiflichem|begreiflichem|
behaart|hairy|
bemitleide|pity|
benütze|benütze|
bereue|regret|
bergig|mountainous|
beriet|advised|
besiegelst|besiegelst|
bewegend|moving|
bezwungen|defeated|
biologisch|biological|
borgia|borgia|
brandt|brandt|
bulldog|Bulldog|
Bundespräsident|Federal President|
bundesweit|nationwide|
bünden|Graubünden|
castle|Castle|
chr|chr|
cornelia|cornelia|
davonlaufe|run away|
deponierst|deponierst|
drehbank|lathe|
durchreise|transit|
durchstreife|roam|
dämonie|demonic|
eigenständige|independent|
einfange|should capture|
eingelassen|admitted|
einkaufe|purchases|
einzuleiten|initiate|
einzusehen|view|
eminent|eminent|
entgegennehme|By accepting|
entscheidens|decision-making|
enttäusch|disappoint|
erdreich|soil|
erhörst|hearest|
errötest|blush|
ersinner|instigate|
ertönst|ertönst|
extremistin|extremist|
faschistin|Fascist|
faulend|rotting|
feigling|coward|
feinheit|fineness|
feldherr|men's field|
festtag|holiday|
feuerwerk|fireworks|
fies|nasty|
filmen|film|
fortfahre|go away|
fortgeführt|continued|
fortlaufe|run away|
gebrandet|branded|
geflüster|whisper|
gehauen|cut|
gemächer|Chambers|
Genuß|Enjoyment|
geordnetem|orderly|
germany|germany|
geschult|trained|
geschwind|fast|
geschütz|gun|
gesegnet|blessed|
gestiftet|donated|
gewähnt|fancied|
granate|grenade|
gutzumachen|make up|
halse|gybing|
harmloses|harmless|
hebräisch|Hebrew|
heraustrat|came out|
herumlaufe|walk around|
hinfällig|invalid|
hingenommen|accepted|
hingezogen|attracted|
hochfahre|go up|
innegehabt|occupied|
interaktion|interaction|
irakisch|Iraqi|
jawohi|jawohi|
jungfräulich|virgin|
kanzle|kanzle|
kassierst|rake in|
knauer|Knauer|
knospe|bud|
knöpf|Unbutton|
kosake|Cossack|
Kriegsausbruch|Outbreak of war|
krümmst|krümmst|
langsames|slow|
Lehrauftrag|Lectureship|
lineale|Rulers|
linkend|linkend|
losgelöst|detached|
losschlage|losschlage|
managen|manage|
mantho|mantho|
manövriere|maneuver|
maßgeblich|significantly|
missverstand|misunderstood|
mithalte|mithalte|
mithelfe|was helping to|
mongolin|Mongolian|
monoton|monotonous|
munter|merry|
mystisch|mystical|
mörderisch|murderous|
namenlos|nameless|
neuankömmling|newcomer|
neugeboren|newborn|
niederbrenne|burn down|
niedergelegen|Located down|
originale|original|
periodisch|periodically|
potentiell|potentially|
prozentig|percent|
publike|publike|
pure|pure|
Quirls|Whorl|
reibst|rub|
rundum|all around|
rötlich|reddish|
rückseite|back|
sardes|Sardis|
scharfsinn|acumen|
schlaflos|sleepless|
schmiedet|forges|
schone|beautiful|
schonst|sparest|
schroff|abrupt|
schrumpfst|schrumpfst|
schwänzen|skip|
schäbig|shabby|
sehnend|longing|
sehnsüchte|longings|
seidene|silk|
selbstbewusst|self-confident|
senderin|sender of|
sibirien|Siberia|
siegeln|seal|
singular|singular|
sittlich|moral|
sommersprosse|freckle|
sonnig|sunny|
spezialität|specialty|
spiegeln|reflect|
spielregel|game rules|
sprachlich|language|
strafbar|punishable|
städtisch|urban|
subtil|subtle|
suchende|seeker|
surren|hum|
tarif|rate|
tauchend|diving|
telepathen|telepaths|
teufelei|devilry|
tierisch|animal|
touristin|tourist|
trojanisch|trojan|
trommeln|drum|
turban|turban|
turbulent|turbulent|
tödliches|deadly|
töpfern|do pottery|
umgab|surrounded|
umhang|cape|
umzustimmen|retune|
unklares|unclear|
unterließ|failed|
unterstrich|underlined|
unzulänglich|inadequate|
vergib|Forgive|
Vergoldung|Gilding|
verheere|verheere|
verrucht|heinous|
verschlief|overslept|
verschmolz|merged|
verstelle|disguise|
verwerft|condemn|
verzagst|verzagst|
victor|victor|
vieljährig|much year round|
vierjährig|four-year|
vitalem|vital|
vogelfrei|outlaw|
vollzählig|complete|
voreilig|rash|
vortrefflich|excellent|
vorzutragen|carry forward|
völkermord|genocide|
völkerrecht|international law|
wachsam|vigilant|
wachsames|watchful|
weglaufe|running away|
wegnehme|take away|
weicher|soft|
weiterzuführen|continue|
weitreichend|far-reaching|
wichtigkeit|importance|
wiedergutzumachen|amends|
wärmer|warmer|
zahllos|countless|
zentraler|central|
zubringe|zubringe|
zugewiesen|assigned|
zurücklag|lagged|
zurücktrete|resign|
zurückzulegen|to cover|
zuschlug|struck|
zwanzigste|twentieth|
zweifach|twice|
zwiespälte|zwiespälte|
übermorgen|day after tomorrow|
übernatürlich|supernatural|
überregional|nationwide|
überschattest|via chat|
Aachen|Aachen|
abgab|gave|
absolution|absolution|
absturz|crash|
abzureisen|leave|
alltages|everyday|
alternativ|alternative|
ameise|ant|
anbot|offered|
anka|anka|
antioch|antioch|
appell|appeal|
apple|apple|
Arbeitsgemeinschaft|Association|
aren|arene|
athlet|athlete|
audi|audi|
aufschub|delay|
aufwand|expenditure|
augenzeuge|eyewitness|
aurelius|aurelius|
ausfindig|identify|
ausgoß|poured|
auskünfte|Information|
autobahnen|highways|
autorin|autorin|
ball|ball|
bbc|bbc|
befreier|liberator|
bekom|bekom|
beläufst|beläufst|
benz|benz|
bequemlichkeit|convenience|
berichterstattung|reporting|
beschenke|Bestow|
bestecht|bribe|
betonung|emphasis|
bewusstsein|awareness|
birgst|hidest|
blitze|flashes|
blöcke|blocks|
boom|boom|
boxe|boxing|
brennt|burns|
Brunnens|Fountain|
bug|bow|
busch|bush|
celsius|Celsius|
cod|cod|
crease|crease|
delegation|delegation|
dermaßen|so|
design|design|
diktatur|dictatorship|
dirigent|conductor|
doktorarbeit|thesis|
dominiks|Dominik|
E-Book|E-Book|
edel|noble|
edmund|edmund|
eduard|EDWARD|
eingefugt|eingefugt|
ekelig|disgusting|
empor|up|
enthusiasmus|enthusiasm|
erik|erik|
erntest|reap|
ersche|ersche|
erzherz|erzherz|
feen|fairies|
fortuna|fortuna|
freigebt|freely give|
freiwilliger|voluntary|
Friedensschluss|Peace treaty|
fußboden|floor|
Führungsschicht|Elite|
fünfzehn|fifteen|
gedenkst|mindful|
gehirne|brains|
genus|genus|
geschicklichkeit|skill|
gespenst|ghost|
gesten|gestures|
getränk|drink|
gras|grass|
halbjahr|half-year|
halt|just|
harfe|harp|
hauptbahnhof|central station|
hauptfigur|protagonist|
hedwig|hedwig|
heldentat|exploit|
hiermit|hereby|
holger|holger|
honig|honey|
hunden|dogs|
hymne|anthem|
idealismus|idealism|
ingenieure|engineers|
insasse|inmate|
insekt|insect|
insoweit|the extent|
integrität|integrity|
intensität|intensity|
iran|Iran|
irland|Ireland|
jagen|chase|
jeher|always|
jus|jus|
kammern|Chambers|
kampfgeist|fighting spirit|
kaserne|barracks|
katalysator|catalyst|
katharina|katharina|
ketzer|heretic|
klassenziel|target class|
kombinationen|combinations|
konstanz|Constance|
kontinuität|continuity|
konzerne|corporations|
konzession|concession|
kranker|ill|
kriminalpolizei|Criminal Investigation Department|
kuß|kiss|
kürzung|reduction|
landsleute|country people|
lebensfreude|zest for life|
legion|legion|
lehrmeister|educational master|
leopold|leopold|
lerne|learn|
linde|linden|
louiee|Louiee|
luftangriff|air-raid|
länglich|elongated|
Machtübernahme|Takeover|
malten|painted|
maßstab|scale|
medaille|medal|
meins|mine|
mel|mel|
mexiko|Mexico|
millimeter|millimeter|
mittelmaß|mittelmaß|
mose|Moses|
mute|mute|
nachteilen|disadvantages|
nebenbei|incidentally|
netzen|networks|
nietzsche|nietzsche|
nonne|nun|
norddeutsch|North German|
noten|music|
nummer|number|
närrin|fool|
olg|olg|
otter|otter|
papste|Pope|
paragraph|paragraph|
partnerschaft|partnership|
passage|passage|
perfect|Perfect|
Pius|Pius|
portal|portal|
porträts|portraits|
pressemitteilung|press release|
prinzessin|princess|
priorität|priority|
privatleben|privacy|
project|project|
Protagonist|Protagonist|
prozess|process|
rad|wheel|
rechtsprechung|case law|
reflektiere|Reflection|
reichtümer|riches|
rekrut|recruit|
rente|pension|
rohstoffe|mining|
roms|rom|
rüste|equip|
sag|say|
san|san|
sandale|sandal|
saug|suction|
scheidung|divorce|
schilling|shilling|
schleier|veil|
schock|shock|
schumacher|schumacher|
schwager|Schwager|
sed|sed|
Selbstbestimmung|Self-determination|
selbstmord|suicide|
selbstvertrauen|self-confidence|
senior|senior|
Senioren|Seniors|
siebzehn|seventeen|
siedele|siedele|
silbe|syllable|
simon|simon|
skandai|skandai|
sklaverei|slavery|
sonnenstrahl|sunbeam|
spezialeinheit|special unit|
spezialist|specialist|
spielraum|scope|
sportler|athlete|
sprengst|blow up|
stall|stable|
statistiken|statistics|
steinbock|Capricorn|
stempel|stamp|
straffer|firmer|
straft|punishes|
straßenbahn|tram|
streitigkeiten|disputes|
sublimieren|sublimate|
sven|sven|
tagt|meets|
tarnung|camouflage|
tataren|Tatars|
techniker|engineer|
technologe|technologist|
todesangst|agony|
topf|pot|
transport|transport|
traumatisch|traumatic|
triade|triad|
trockene|dry|
trost|consolation|
turm|tower|
turner|gymnast|
tust|do|
umsatz|turnover|
unannehmlichkeit|inconvenience|
unfug|nonsense|
unorganisch|inorganic|
unrichtig|incorrect|
unterkunft|accommodation|
unterwerft|subdue|
vaterunser|Lord's prayer|
Verdruss|Annoyance|
verfaule|rot|
vermassel|vermassel|
versager|failure|
verschwendung|waste|
verseuche|verseuche|
vervollkommne|perfects|
video|video|
vorväter|forefathers|
waage|Libra|
walther|walther|
washington|Washington|
Weblinks|Web Links|
wehrmacht|wehrmacht|
weine|cry|
wiederzusehen|see again|
wirble|whirl|
witwe|widow|
wohne|live|
worüber|about which|
wäschst|wash|
zentimeter|centimeter|
zimmers|room|
zugesehen|watched|
zuschauern|viewers|
ästhet|esthete|
überwindung|overcoming|
akzentuiere|, accents|
armselig|pathetic|
bewässere|irrigate|
dementor|dementor|
einfasse|einfasse|
entwässere|entwässere|
Escher|Escher|
fleur|fleur|
Herodes|Herod|
kollegialem|collegial|
kribbele|kribbele|
relativiere|relativizing|
ruiniere|ruin|
stottere|stutter|
ticken|tick|
toleriere|tolerate|
vergeistige|spiritualize|
verkohle|verkohle|
verpflanze|verpflanze|
versalze|versalze|
verschmutze|soiled|
verschönere|beautify|
zerzause|zerzause|
zischele|zischele|
Ägyptern|Egyptians|
abdruck|impression|
abendlich|evening|
abfälle|waste|
abgeblasen|blown off|
abgekartet|collusive|
absetzt|deposits|
absurd|absurd|
abzulehnen|reject|
abzuliefern|deliver|
abzuwenden|to avert|
ahm|ahm|
anal|anal|
angeboren|congenital|
angebrochen|opened|
angestrichen|painted|
annehmbar|acceptable|
anrufs|call|
antarktika|Antarctica|
anthropologe|anthropologist|
anzuhalten|to stop|
anzuhängen|to attach|
arbeitstier|workaholic|
Artigkeit|Civility|
aufgegangen|risen|
aufgesagt|recited|
aufgeschlossen|open|
aufgesetzt|placed|
aufzuheben|repeal|
ausgeschaltet|off|
ausgeschnitten|cut|
auszubreiten|spread|
autofahren|drive a car|
bakterie|bacterium|
baumstamm|tree trunk|
beeinflussung|influence|
begehr|sought|
begreifliches|begreifliches|
beichtens|confessional|
bemannen|manning|
benetzt|wetted|
betagt|aged|
bewundernswert|admirable|
bietend|bidder|
bizaad|bizaad|
blendens|fading|
blähst|blähst|
bosnische|Bosnian|
buchen|book|
bücherei|library|
Canons|Canon|
degen|epee|
delors|Delors|
dumme|stupid|
durchgemacht|made by|
durchhalten|hold out|
durchlief|underwent|
dynastie|dynasty|
eigenartiges|strange|
eigenheim|home|
eingeschätzt|estimated|
einstweilen|meanwhile|
einverständnis|consent|
einzubauen|incorporate|
einzubeziehen|include|
einzufangen|capture|
eisbein|Knuckle|
entspann|relaxing|
erfand|invented|
erleide|suffer|
erschreckende|frightening|
fachmann|expert|
fackel|torch|
fallende|falling|
feierlichkeit|ceremony|
Ferienkurs|Vacation course|
fletch|fletch|
freundlichere|friendly|
gatt|gatt|
gebeugt|bent|
geblasen|blown|
gebraten|fried|
geeilt|rushed|
gefallt|precipitated|
geflochten|braided|
gefälscht|fake|
gegenwehr|resistance|
gegönnt|granted|
geheimnisvollere|mysterious|
geheuer|uneasy|
geil|horny|
gekreuzigt|crucified|
gelblich|yellowish|
gelistet|listed|
genötigt|forced|
geographin|geographer|
geradlinig|straight|
gerieben|grated|
geschmeide|jewelry|
gesondert|separately|
gestarrt|staring|
gestickt|embroidered|
getreu|true|
getränks|, drink|
gewehrt|resisted|
gewieft|crafty|
gleichberechtigt|equal|
gleichkam|equaled|
glätte|smoothness|
glühst|glow|
gnadenlos|merciless|
großfürst|great prince|
großräume|large spaces|
grundlohn|basic wage|
gutmache|gutmache|
haftbar|liable|
handbreit|handbreadth|
haushalt|household|
heimweg|way home|
herbeigeführt|induced|
herunterkam|came down|
hessen|Hesse|
heulend|howling|
hiervon|from this|
hingeschrieben|written down|
hochverehrt|highly revered|
huldige|homage|
hybrid|hybrid|
häupter|heads design|
häßlich|ugly|
inkompetent|incompetent|
iranisch|Iranian|
irdisch|earthly|
israelisch|Israeli|
kampfhandlung|combat action|
karthago|Carthage|
keltisch|Celtic|
kennzeichnern|identify signatories|
klappt|works|
klimatisch|climatic|
klärst|klärst|
knolle|tuber|
knüpfst|knüpfst|
komm|Come|
konstellation|constellation|
korb|basket|
korrektes|correct|
kreatives|creative|
kriegsschiff|warship|
kundig|knowledgeable|
kurdisch|Kurdish|
lebhaftes|lively|
leonid|leonid|
lüstern|lustful|
machtpolitisch|power politics|
madam|madam|
malaysia|Malaysia|
Mantels|Mantle|
massig|massive|
menschenleben|people living|
mentor|mentor|
militant|militant|
mitarbeiters|co worker|
mittlerin|mediatrix|
mitzunehmen|take|
mosers|Moser|
muffig|musty|
mythologe|mythologist|
nachlässe|discounts|
nachrichtendienst|intelligence|
nebensächlich|incidental|
niedergelassen|settled|
notlage|emergency|
och|och|
optimal|optimal|
orgel|organ|
origins|Origins|
orthodox|orthodox|
